Word	Tag	Length	Sentence#
worse	O	5	537
than	O	4	537
being	O	5	537
hit	O	3	537
by	O	2	537
a	O	1	537
car	O	3	537
.	O	1	537
@	O	1	538
MommyDanika	O	11	538
I	O	1	538
've	O	3	538
done	O	4	538
the	O	3	538
bath	O	4	538
tub	O	3	538
,	O	1	538
heating	O	7	538
pad	O	3	538
,	O	1	538
and	O	3	538
Tylenol	B-	7	538
.	O	1	538
They	O	4	538
wo	O	2	538
n't	O	3	538
go	O	2	538
away	O	4	538
.	O	1	538
It	O	2	538
's	O	2	538
miserable	O	9	538
.	O	1	538
I	O	1	538
was	O	3	538
up	O	2	538
all	O	3	538
night	O	5	538
crying	O	6	538
.	O	1	538
I	O	1	539
'm	O	2	539
going	O	5	539
to	O	2	539
be	O	2	539
so	O	2	539
drained	O	7	539
today	O	5	539
I	O	1	539
forgot	O	6	539
to	O	2	539
take	O	4	539
my	O	2	539
iron	B-	4	539
pill	I-	4	539
☹️	O	2	539
.	O	1	539
Jeremiah	O	8	540
does	O	4	540
a	O	1	540
review	O	6	540
on	O	2	540
Melatonin	B-	9	540
!	O	1	540
Coming	O	6	540
soon	O	4	540
on	O	2	540
our	O	3	540
youtube	O	7	540
channel	O	7	540
:	O	1	540
)	O	1	540
http	O	4	540
:	O	1	540
//t.co/r32GY9eJzc	O	17	540
The	O	3	541
ambien	B-	6	541
kicked	O	6	541
in	O	2	541
and	O	3	541
Karen	O	5	541
is	O	2	541
here	O	4	541
talkin	O	6	541
my	O	2	541
head	O	4	541
off	O	3	541
I	O	1	541
'm	O	2	541
about	O	5	541
to	O	2	541
throw	O	5	541
my	O	2	541
remote	O	6	541
at	O	2	541
her	O	3	541
forehead	O	8	541
I	O	1	542
'm	O	2	542
so	O	2	542
scared	O	6	542
that	O	4	542
my	O	2	542
epidural	B-	8	542
is	O	2	542
not	O	3	542
gon	O	3	542
na	O	2	542
work	O	4	542
😭😭	O	2	542
I	O	1	542
'm	O	2	542
in	O	2	542
full	O	4	542
panic	O	5	542
mode	O	4	542
.	O	1	542
@	O	1	543
JazzyPooh_14	O	12	543
I	O	1	543
even	O	4	543
drink	O	5	543
it	O	2	543
to	O	2	543
take	O	4	543
my	O	2	543
prenatal	B-	8	543
pills	I-	5	543
,	O	1	543
I	O	1	543
'm	O	2	543
a	O	1	543
weirdo😂	O	7	543
@	O	1	544
HfxJohnny	O	9	544
BODY	O	4	544
GLIDE	O	5	544
before	O	6	544
you	O	3	544
walk	O	4	544
.	O	1	544
If	O	2	544
it	O	2	544
's	O	2	544
red	O	3	544
and	O	3	544
irritated	O	9	544
afterwards	O	10	544
some	O	4	544
Hydrocortisone	B-	14	544
cream	I-	5	544
always	O	6	544
helps	O	5	544
with	O	4	544
short	O	5	544
term	O	4	544
use	O	3	544
.	O	1	544
@	O	1	545
hamblin_harlie	O	14	545
no	O	2	545
they	O	4	545
're	O	3	545
holding	O	7	545
off	O	3	545
until	O	5	545
4	O	1	545
bc	O	2	545
the	O	3	545
nurses	O	6	545
did	O	3	545
n't	O	3	545
give	O	4	545
me	O	2	545
enough	O	6	545
gels	O	4	545
last	O	4	545
night	O	5	545
&	O	1	545
amp	O	3	545
;	O	1	545
started	O	7	545
me	O	2	545
late	O	4	545
on	O	2	545
pitosin	B-	7	545
today	O	5	545
🙄😭	O	2	545
@	O	1	546
Chocolate_jade_	O	15	546
oh	O	2	546
lawd😭😭	O	6	546
that	O	4	546
's	O	2	546
kinda	O	5	546
why	O	3	546
I	O	1	546
want	O	4	546
to	O	2	546
get	O	3	546
the	O	3	546
epidural	B-	8	546
😩	O	1	546
so	O	2	546
I	O	1	546
wo	O	2	546
n't	O	3	546
feel	O	4	546
stitches	O	8	546
😂	O	1	546
Sprite	O	6	547
and	O	3	547
Zantac	B-	6	547
..	O	2	547
Maybe	O	5	547
🍕	O	1	547
was	O	3	547
n't	O	3	547
the	O	3	547
best	O	4	547
idea	O	4	547
.	O	1	547
😂	O	1	547
#	O	1	547
pregnancyissues	O	15	547
#	O	1	547
itsnotrainbowsandunicorns	O	25	547
My	O	2	548
iron	B-	4	548
pill	I-	4	548
makes	O	5	548
me	O	2	548
me	O	2	548
feel	O	4	548
crappy	O	6	548
as	O	2	548
heck	O	4	548
.	O	1	548
🙄	O	1	548
Bout	O	4	549
to	O	2	549
be	O	2	549
in	O	2	549
a	O	1	549
Benadryl	B-	8	549
induced	O	7	549
coma	O	4	549
😴	O	1	549
@	O	1	550
PrettyAnd_Tall	O	14	550
🤔🤔	O	2	550
I	O	1	550
might	O	5	550
get	O	3	550
the	O	3	550
IUD	B-	3	550
then	O	4	550
😭😭😂	O	3	550
So	O	2	551
much	O	4	551
information	O	11	551
on	O	2	551
vaccines	B-	8	551
.	O	1	551
Oh	O	2	551
my	O	2	551
.	O	1	551
Balloon	O	7	552
is	O	2	552
out	O	3	552
and	O	3	552
it	O	2	552
did	O	3	552
its	O	3	552
job	O	3	552
...	O	3	552
I	O	1	552
'm	O	2	552
now	O	3	552
at	O	2	552
5cm	O	3	552
and	O	3	552
we	O	2	552
've	O	3	552
just	O	4	552
started	O	7	552
a	O	1	552
little	O	6	552
pitocin	B-	7	552
:	O	1	552
)	O	1	552
I	O	1	553
ca	O	2	553
n't	O	3	553
stomach	O	7	553
prenatals	B-	9	553
or	O	2	553
any	O	3	553
other	O	5	553
vitamins	O	8	553
to	O	2	553
help	O	4	553
,	O	1	553
so	O	2	553
being	O	5	553
able	O	4	553
to	O	2	553
stomach	O	7	553
something	O	9	553
nutritious	O	10	553
for	O	3	553
my	O	2	553
baby	O	4	553
is	O	2	553
a	O	1	553
big	O	3	553
thing	O	5	553
to	O	2	553
me	O	2	553
.	O	1	553
❤️	O	2	553
I	O	1	554
ca	O	2	554
n't	O	3	554
stomach	O	7	554
prenatals	O	9	554
or	O	2	554
any	O	3	554
other	O	5	554
vitamins	B-	8	554
to	O	2	554
help	O	4	554
,	O	1	554
so	O	2	554
being	O	5	554
able	O	4	554
to	O	2	554
stomach	O	7	554
something	O	9	554
nutritious	O	10	554
for	O	3	554
my	O	2	554
baby	O	4	554
is	O	2	554
a	O	1	554
big	O	3	554
thing	O	5	554
to	O	2	554
me	O	2	554
.	O	1	554
❤️	O	2	554
@	O	1	555
DAMchildsmom	O	12	555
he	O	2	555
's	O	2	555
been	O	4	555
ok	O	2	555
'd	O	2	555
my	O	2	555
his	O	3	555
doc	O	3	555
to	O	2	555
take	O	4	555
baby	O	4	555
Benadryl	B-	8	555
....	O	4	555
Just	O	4	555
saying	O	6	555
.	O	1	555
Blonde	O	6	556
,	O	1	556
Botox	B-	5	556
,	O	1	556
boobs	O	5	556
.	O	1	556
Fat	O	3	556
cunt	O	4	556
will	O	4	556
love	O	4	556
her	O	3	556
.	O	1	556
#	O	1	556
CelebrityBigBrother	O	19	556
I	O	1	557
take	O	4	557
a	O	1	557
baby	B-	4	557
aspirin	I-	7	557
every	O	5	557
night	O	5	557
before	O	6	557
bed	O	3	557
,	O	1	557
for	O	3	557
my	O	2	557
#	O	1	557
FactorVLeiden	O	13	557
,	O	1	557
and	O	3	557
I	O	1	557
throw	O	5	557
it	O	2	557
back	O	4	557
up	O	2	557
every	O	5	557
morning	O	7	557
#	O	1	557
fvl	O	3	557
#	O	1	557
pregnancyproblems	O	17	557
#	O	1	557
conundrum	O	9	557
@	O	1	558
jennabennabear	O	14	558
@	O	1	558
RaynaJaye	O	9	558
sudafed	B-	7	558
.	O	1	558
Soo	O	3	559
about	O	5	559
to	O	2	559
see	O	3	559
how	O	3	559
this	O	4	559
castor	B-	6	559
oil	I-	3	559
works	O	5	559
😂	O	1	559
come	O	4	559
on	O	2	559
Mason	O	5	559
.	O	1	559
They	O	4	560
say	O	3	560
if	O	2	560
you	O	3	560
take	O	4	560
a	O	1	560
Benadryl	B-	8	560
it	O	2	560
'll	O	3	560
knock	O	5	560
you	O	3	560
and	O	3	560
your	O	4	560
baby	O	4	560
out	O	3	560
,	O	1	560
only	O	4	560
my	O	2	560
child	O	5	560
will	O	4	560
be	O	2	560
in	O	2	560
my	O	2	560
belly	O	5	560
having	O	6	560
a	O	1	560
dollar	O	6	560
party	O	5	560
still	O	5	560
🙄	O	1	560
My	O	2	561
zofran	B-	6	561
pump	O	4	561
is	O	2	561
my	O	2	561
biggest	O	7	561
insecurity	O	10	561
right	O	5	561
now	O	3	561
,	O	1	561
but	O	3	561
it	O	2	561
saved	O	5	561
mine	O	4	561
&	O	1	561
amp	O	3	561
;	O	1	561
my	O	2	561
babies	O	6	561
life	O	4	561
.	O	1	561
That	O	4	561
usually	O	7	561
helps	O	5	561
me	O	2	561
ignore	O	6	561
the	O	3	561
stares💕	O	7	561
#	O	1	561
hyperemesis	O	11	561
Laying	O	6	562
in	O	2	562
from	O	4	562
of	O	2	562
the	O	3	562
TV	O	2	562
listening	O	9	562
to	O	2	562
the	O	3	562
campfire	O	8	562
channel	O	7	562
on	O	2	562
TV	O	2	562
.	O	1	562
My	O	2	562
Saturday	O	8	562
nights	O	6	562
have	O	4	562
become	O	6	562
so	O	2	562
tame	O	4	562
.	O	1	562
#	O	1	562
PJs	O	3	562
#	O	1	562
water	O	5	562
#	O	1	562
Gaviscon	B-	8	562
Tums	B-	4	563
are	O	3	563
my	O	2	563
new	O	3	563
best	O	4	563
friend	O	6	563
Heartburn	O	9	564
woke	O	4	564
me	O	2	564
up	O	2	564
at	O	2	564
4:30am	O	6	564
.	O	1	564
C'mon	O	5	564
Gaviscon	B-	8	564
,	O	1	564
do	O	2	564
your	O	4	564
thing	O	5	564
!	O	1	564
!	O	1	564
A	O	1	565
horrible	O	8	565
migraine	O	8	565
kept	O	4	565
me	O	2	565
from	O	4	565
working	O	7	565
a	O	1	565
full	O	4	565
day	O	3	565
at	O	2	565
work	O	4	565
.	O	1	565
Also	O	4	565
,	O	1	565
half	O	4	565
my	O	2	565
department	O	10	565
has	O	3	565
the	O	3	565
flu	O	3	565
.	O	1	565
Hopefully	O	9	565
my	O	2	565
flu	B-	3	565
shot	I-	4	565
works	O	5	565
!	O	1	565
!	O	1	565
I	O	1	566
liked	O	5	566
a	O	1	566
@	O	1	566
YouTube	O	7	566
video	O	5	566
http	O	4	566
:	O	1	566
//t.co/BQZgSflNlV	O	17	566
Lupron	B-	6	566
self	O	4	566
injection	O	9	566
..	O	2	566
Yikes	O	5	566
!	O	1	566
@	O	1	567
Audii_5000	O	10	567
awwe	O	4	567
mane	O	4	567
where	O	5	567
that	O	4	567
epidural	B-	8	567
at	O	2	567
😩😩	O	2	567
@	O	1	568
goodvibesbritt	O	14	568
best	O	4	568
advice	O	6	568
you	O	3	568
can	O	3	568
ever	O	4	568
get	O	3	568
,	O	1	568
drink	O	5	568
a	O	1	568
gallon	O	6	568
of	O	2	568
water	O	5	568
and	O	3	568
take	O	4	568
a	O	1	568
Tylenol	B-	7	568
before	O	6	568
you	O	3	568
go	O	2	568
out	O	3	568
love	O	4	568
!	O	1	568
!	O	1	568
Lol	O	3	568
happy	O	5	568
early	O	5	568
bday🍻🍺🍻🍺🍻	O	9	568
@	O	1	569
landon707	O	9	569
It	O	2	569
's	O	2	569
an	O	2	569
old	O	3	569
one	O	3	569
&	O	1	569
amp	O	3	569
;	O	1	569
absolutely	O	10	569
absurd	O	6	569
.	O	1	569
Type	O	4	569
1	O	1	569
diabetics	O	9	569
go	O	2	569
on	O	2	569
insulin	B-	7	569
to	O	2	569
save	O	4	569
their	O	5	569
lives	O	5	569
.	O	1	569
They	O	4	569
do	O	2	569
n't	O	3	569
magically	O	9	569
develop	O	7	569
DM	O	2	569
from	O	4	569
GMO	O	3	569
Jesus	O	5	570
Christ	O	6	570
how	O	3	570
did	O	3	570
I	O	1	570
let	O	3	570
myself	O	6	570
run	O	3	570
out	O	3	570
of	O	2	570
painkillers	B-	11	570
?	O	1	570
?	O	1	570
Fuuuuuuuck	O	10	570
I	O	1	570
can	O	3	570
barely	O	6	570
move	O	4	570
out	O	3	570
of	O	2	570
bed	O	3	570
!	O	1	570
I	O	1	571
ca	O	2	571
n't	O	3	571
type	O	4	571
properly	O	8	571
tonight	O	7	571
!	O	1	571
Too	O	3	571
much	O	4	571
TV	O	2	571
and	O	3	571
flu	B-	3	571
medication	I-	10	571
...	O	3	571
I	O	1	571
'm	O	2	571
going	O	5	571
back	O	4	571
to	O	2	571
my	O	2	571
sofa	O	4	571
home	O	4	571
.	O	1	571
The	O	3	572
only	O	4	572
thing	O	5	572
I	O	1	572
hate	O	4	572
about	O	5	572
IUD	B-	3	572
are	O	3	572
the	O	3	572
cramps	O	6	572
💆🏻	O	2	572
like	O	4	572
wtf	O	3	572
I	O	1	572
feel	O	4	572
like	O	4	572
imma	O	4	572
die	O	3	572
sometimes	O	9	572
I	O	1	573
do	O	2	573
n't	O	3	573
get	O	3	573
it	O	2	573
all	O	3	573
the	O	3	573
other	O	5	573
doctors	O	7	573
said	O	4	573
she	O	3	573
was	O	3	573
good	O	4	573
so	O	2	573
I	O	1	573
'm	O	2	573
not	O	3	573
giving	O	6	573
her	O	3	573
stupid	O	6	573
steroids	B-	8	573
it	O	2	573
's	O	2	573
gon	O	3	573
na	O	2	573
make	O	4	573
her	O	3	573
overweight	O	10	573
Pregnancy	O	9	574
Accomplishments	O	15	574
?	O	1	574
Finished	O	8	574
off	O	3	574
a	O	1	574
large	O	5	574
bottle	O	6	574
of	O	2	574
Tums	B-	4	574
.	O	1	574
@	O	1	575
CanadianKelli	O	13	575
I	O	1	575
sucked	O	6	575
back	O	4	575
so	O	2	575
much	O	4	575
entonox	B-	7	575
over	O	4	575
the	O	3	575
labour	O	6	575
I	O	1	575
had	O	3	575
a	O	1	575
massive	O	7	575
hangover	O	8	575
the	O	3	575
next	O	4	575
day	O	3	575
.	O	1	575
tylenol	B-	7	576
is	O	2	576
gay	O	3	576
af	O	2	576
.	O	1	576
@	O	1	577
CALiFOREiGN_ASS	O	15	577
how	O	3	577
was	O	3	577
I	O	1	577
supposed	O	8	577
to	O	2	577
know	O	4	577
?	O	1	577
It	O	2	577
's	O	2	577
one	O	3	577
full	O	4	577
bottle	O	6	577
and	O	3	577
a	O	1	577
few	O	3	577
pills	B-	5	577
in	O	2	577
the	O	3	577
other	O	5	577
.	O	1	577
Got	O	3	577
ta	O	2	577
find	O	4	577
them	O	4	577
.	O	1	577
You	O	3	577
can	O	3	577
have	O	4	577
them	O	4	577
.	O	1	577
@	O	1	578
CanadianKelli	O	13	578
well	O	4	578
nitrous	B-	7	578
..	O	2	578
those	O	5	578
college	O	7	578
boys	O	4	578
did	O	3	578
straight	O	8	578
nitrous.oh	O	10	578
lord	O	4	578
.	O	1	578
@	O	1	579
CanadianKelli	O	13	579
well	O	4	579
nitrous	O	7	579
..	O	2	579
those	O	5	579
college	O	7	579
boys	O	4	579
did	O	3	579
straight	O	8	579
nitrous	B-	7	579
.oh	O	3	579
lord	O	4	579
.	O	1	579
@	O	1	580
dailydairydiary	O	15	580
the	O	3	580
burn	O	4	580
is	O	2	580
real	O	4	580
.	O	1	580
I	O	1	580
am	O	2	580
having	O	6	580
a	O	1	580
hard	O	4	580
time	O	4	580
breathing	O	9	580
.	O	1	580
Need	O	4	580
my	O	2	580
Tums	B-	4	580
to	O	2	580
kick	O	4	580
in	O	2	580
😖	O	1	580
@	O	1	581
claudiduh	O	9	581
Aww	O	3	581
,	O	1	581
thanks	O	6	581
for	O	3	581
the	O	3	581
encouragement	O	13	581
!	O	1	581
You	O	3	581
took	O	4	581
antibiotics	B-	11	581
and	O	3	581
it	O	2	581
took	O	4	581
care	O	4	581
of	O	2	581
it	O	2	581
?	O	1	581
And	O	3	582
dnt	O	3	582
be	O	2	582
mad	O	3	582
cause	O	5	582
my	O	2	582
relaxer	O	7	582
look	O	4	582
bomb	O	4	582
and	O	3	582
i	O	1	582
got	O	3	582
a	O	1	582
head	O	4	582
full	O	4	582
of	O	2	582
hair	O	4	582
...	O	3	582
eat	O	3	582
u	O	1	582
some	O	4	582
prenatals	B-	9	582
...	O	3	582
Keep	O	4	583
tellin	O	6	583
ppl	O	3	583
ian	O	3	583
getting	O	7	583
da	O	2	583
epidural	B-	8	583
.	O	1	583
Lol	O	3	583
@	O	1	584
KyFaSt	O	6	584
I	O	1	584
'm	O	2	584
totes	O	5	584
fine	O	4	584
-	O	1	584
just	O	4	584
need	O	4	584
a	O	1	584
Tylenol	B-	7	584
and	O	3	584
to	O	2	584
teach	O	5	584
my	O	2	584
dog	O	3	584
some	O	4	584
compassion	O	10	584
😂	O	1	584
@	O	1	585
Ms_Laela	O	8	585
epidural	B-	8	585
is	O	2	585
for	O	3	585
quitters	O	8	585
.	O	1	585
lol	O	3	585
.	O	1	585
@	O	1	586
Noct_Harley	O	11	586
yep	O	3	586
.	O	1	586
Antibiotics	B-	11	586
&	O	1	586
amp	O	3	586
;	O	1	586
prayers	O	7	586
that	O	4	586
it	O	2	586
passes	O	6	586
&	O	1	586
amp	O	3	586
;	O	1	586
does	O	4	586
n't	O	3	586
spread	O	6	586
to	O	2	586
my	O	2	586
other	O	5	586
ear	O	3	586
since	O	5	586
I	O	1	586
took	O	4	586
all	O	3	586
of	O	2	586
my	O	2	586
vacation	O	8	586
time	O	4	586
already	O	7	586
.	O	1	586
Not	O	3	587
sure	O	4	587
if	O	2	587
I	O	1	587
should	O	6	587
ask	O	3	587
for	O	3	587
my	O	2	587
epidural	B-	8	587
already	O	7	587
or	O	2	587
not	O	3	587
...	O	3	587
I	O	1	587
'm	O	2	587
so	O	2	587
scared	O	6	587
of	O	2	587
how	O	3	587
much	O	4	587
pain	O	4	587
it	O	2	587
's	O	2	587
gon	O	3	587
na	O	2	587
be	O	2	587
!	O	1	587
!	O	1	587
!	O	1	587
!	O	1	587
😔	O	1	587
@	O	1	588
CanadianKelli	O	13	588
I	O	1	588
used	O	4	588
the	O	3	588
entonox	B-	7	588
for	O	3	588
hours	O	5	588
.	O	1	588
Sucked	O	6	588
back	O	4	588
two	O	3	588
portable	O	8	588
tanks	O	5	588
.	O	1	588
Couple	O	6	588
hours	O	5	588
post	O	4	588
birth	O	5	588
.	O	1	588
Massive	O	7	588
headache	O	8	588
and	O	3	588
eye	O	3	588
pain	O	4	588
.	O	1	588
@	O	1	589
Huntersprize	O	12	589
I	O	1	589
took	O	4	589
the	O	3	589
'Canadian	O	9	589
version	O	7	589
'	O	1	589
of	O	2	589
Unisom	B-	6	589
and	O	3	589
thankfully	O	10	589
slept	O	5	589
decently	O	8	589
with	O	4	589
just	O	4	589
the	O	3	589
regular	O	7	589
bathroom	O	8	589
breaks	O	6	589
haha	O	4	589
Told	O	4	590
me	O	2	590
to	O	2	590
make	O	4	590
friends	O	7	590
with	O	4	590
other	O	5	590
real	O	4	590
housewives	O	10	590
of	O	2	590
Brentwood	O	9	590
so	O	2	590
we	O	2	590
could	O	5	590
talk	O	4	590
about	O	5	590
rich	O	4	590
husbands	O	8	590
and	O	3	590
Botox	B-	5	590
😭😂	O	2	590
@	O	1	591
xmermaidmama	O	12	591
you	O	3	591
can	O	3	591
try	O	3	591
vitamins	B-	8	591
for	O	3	591
Olivia	O	6	591
!	O	1	591
Hudson	O	6	591
has	O	3	591
taken	O	5	591
vitamins	O	8	591
since	O	5	591
the	O	3	591
NICU	O	4	591
&	O	1	591
amp	O	3	591
;	O	1	591
it	O	2	591
helps	O	5	591
him	O	3	591
gain	O	4	591
weight	O	6	591
@	O	1	592
xmermaidmama	O	12	592
you	O	3	592
can	O	3	592
try	O	3	592
vitamins	O	8	592
for	O	3	592
Olivia	O	6	592
!	O	1	592
Hudson	O	6	592
has	O	3	592
taken	O	5	592
vitamins	B-	8	592
since	O	5	592
the	O	3	592
NICU	O	4	592
&	O	1	592
amp	O	3	592
;	O	1	592
it	O	2	592
helps	O	5	592
him	O	3	592
gain	O	4	592
weight	O	6	592
@	O	1	593
_JasmineMilan	O	13	593
🤔	O	1	593
you	O	3	593
must	O	4	593
have	O	4	593
got	O	3	593
an	O	2	593
epidural	B-	8	593
?	O	1	593
My	O	2	594
little	O	6	594
Ains	O	4	594
is	O	2	594
under	O	5	594
the	O	3	594
weather	O	7	594
.	O	1	594
She	O	3	594
is	O	2	594
has	O	3	594
viral	O	5	594
tonsillitis	O	11	594
.	O	1	594
They	O	4	594
do	O	2	594
n't	O	3	594
give	O	4	594
antibiotics	B-	11	594
…	O	1	594
https	O	5	594
:	O	1	594
//t.co/Rrm2sww15d	O	17	594
@	O	1	595
DeeJacksonVille	O	15	595
Braylon	O	7	595
and	O	3	595
yep	O	3	595
with	O	4	595
the	O	3	595
help	O	4	595
of	O	2	595
epidural	B-	8	595
keeping	O	7	595
the	O	3	595
pain	O	4	595
away	O	4	595
@	O	1	596
ChloeMugg	O	9	596
I	O	1	596
'm	O	2	596
allowed	O	7	596
gravol	B-	6	596
for	O	3	596
nights	O	6	596
I	O	1	596
ca	O	2	596
n't	O	3	596
get	O	3	596
to	O	2	596
sleep	O	5	596
.	O	1	596
Not	O	3	596
as	O	2	596
strong	O	6	596
as	O	2	596
good	O	4	596
stuff	O	5	596
but	O	3	596
something	O	9	596
?	O	1	596
If	O	2	597
anyone	O	6	597
tells	O	5	597
you	O	3	597
that	O	4	597
the	O	3	597
epidural	B-	8	597
wo	O	2	597
n't	O	3	597
make	O	4	597
your	O	4	597
back	O	4	597
hurt	O	4	597
.	O	1	597
THEM	O	4	597
HOES	O	4	597
ARE	O	3	597
LYING	O	5	597
.	O	1	597
My	O	2	597
lower	O	5	597
back	O	4	597
has	O	3	597
been	O	4	597
in	O	2	597
pain	O	4	597
since	O	5	597
.	O	1	597
my	O	2	598
birth	B-	5	598
control	I-	7	598
patch	I-	5	598
has	O	3	598
made	O	4	598
my	O	2	598
tits	O	4	598
huge	O	4	598
as	O	2	598
fuq	O	3	598
🙏	O	1	598
#	O	1	598
thankyou	O	8	598
@	O	1	599
_jasmineyvonne	O	14	599
Hey	O	3	599
!	O	1	599
He	O	2	599
is	O	2	599
sleep	O	5	599
...	O	3	599
still	O	5	599
has	O	3	599
a	O	1	599
Lil	O	3	599
anesthesia	B-	10	599
...	O	3	599
but	O	3	599
had	O	3	599
2	O	1	599
bottles	O	7	599
of	O	2	599
Pedialyte	O	9	599
and	O	3	599
has	O	3	599
n't	O	3	599
thrown	O	6	599
up	O	2	599
...	O	3	599
might	O	5	599
be	O	2	599
home	O	4	599
today	O	5	599
Off	O	3	600
to	O	2	600
get	O	3	600
my	O	2	600
flu	B-	3	600
shot	I-	4	600
at	O	2	600
work	O	4	600
today	O	5	600
,	O	1	600
want	O	4	600
to	O	2	600
get	O	3	600
a	O	1	600
head	O	4	600
start	O	5	600
at	O	2	600
building	O	8	600
my	O	2	600
immunity	O	8	600
to	O	2	600
protect	O	7	600
me	O	2	600
and	O	3	600
baby	O	4	600
!	O	1	600
#	O	1	600
getyourflushot	O	14	600
Yeah	O	4	601
im	O	2	601
allergic	O	8	601
to	O	2	601
codiene	B-	7	601
*	O	1	601
idunno	O	6	601
if	O	2	601
I	O	1	601
spelled	O	7	601
that	O	4	601
right	O	5	601
*	O	1	601
I	O	1	601
learned	O	7	601
that	O	4	601
the	O	3	601
hard	O	4	601
way	O	3	601
Steroid	B-	7	602
injection	I-	9	602
s	O	1	602
sting	O	5	602
like	O	4	602
a	O	1	602
trooper	O	7	602
!	O	1	602
!	O	1	602
I	O	1	602
do	O	2	602
n't	O	3	602
mind	O	4	602
needles	O	7	602
but	O	3	602
frig	O	4	602
me	O	2	602
the	O	3	602
liquid	O	6	602
hurts	O	5	602
!	O	1	602
!	O	1	602
“	O	1	603
@	O	1	603
lilduval	O	8	603
:	O	1	603
U	O	1	603
got	O	3	603
a	O	1	603
birth	B-	5	603
control	I-	7	603
shot	I-	4	603
so	O	2	603
u	O	1	603
would	O	5	603
n't	O	3	603
get	O	3	603
pregnant	O	8	603
.	O	1	603
Now	O	3	603
you	O	3	603
fat	O	3	603
and	O	3	603
look	O	4	603
pregnant	O	8	603
from	O	4	603
the	O	3	603
side	O	4	603
effects.	O	8	603
”	O	1	603
😂😂😂	O	3	603
LOL	O	3	603
!	O	1	603
I	O	1	604
need	O	4	604
some	O	4	604
tums	B-	4	604
Me	O	2	605
&	O	1	605
amp	O	3	605
;	O	1	605
baby	O	4	605
are	O	3	605
sick	O	4	605
😔	O	1	605
I	O	1	605
have	O	4	605
strep	O	5	605
throat	O	6	605
&	O	1	605
amp	O	3	605
;	O	1	605
I	O	1	605
'm	O	2	605
taking	O	6	605
Tylenol	B-	7	605
for	O	3	605
fever	O	5	605
...	O	3	605
😢	O	1	605
Pray	O	4	605
for	O	3	605
us	O	2	605
💔	O	1	605
@	O	1	606
ChloeMugg	O	9	606
I	O	1	606
got	O	3	606
asked	O	5	606
if	O	2	606
I	O	1	606
tried	O	5	606
ginger	O	6	606
...	O	3	606
I	O	1	606
'm	O	2	606
on	O	2	606
8	O	1	606
pills	O	5	606
of	O	2	606
diclectin	B-	9	606
a	O	1	606
day	O	3	606
...	O	3	606
yeah	O	4	606
,	O	1	606
I	O	1	606
've	O	3	606
tried	O	5	606
everything	O	10	606
!	O	1	606
@	O	1	607
mrrrager	O	8	607
oh	O	2	607
nooo	O	4	607
!	O	1	607
!	O	1	607
Do	O	2	607
you	O	3	607
take	O	4	607
anything	O	8	607
for	O	3	607
it	O	2	607
?	O	1	607
I	O	1	607
have	O	4	607
to	O	2	607
take	O	4	607
150mg	O	5	607
Zantac	B-	6	607
twice	O	5	607
a	O	1	607
day	O	3	607
&	O	1	607
amp	O	3	607
;	O	1	607
drink	O	5	607
gaviscon	O	8	607
extra	O	5	607
strength	O	8	607
whenever	O	8	607
I	O	1	607
need	O	4	607
..	O	2	607
@	O	1	608
mrrrager	O	8	608
oh	O	2	608
nooo	O	4	608
!	O	1	608
!	O	1	608
Do	O	2	608
you	O	3	608
take	O	4	608
anything	O	8	608
for	O	3	608
it	O	2	608
?	O	1	608
I	O	1	608
have	O	4	608
to	O	2	608
take	O	4	608
150mg	O	5	608
Zantac	O	6	608
twice	O	5	608
a	O	1	608
day	O	3	608
&	O	1	608
amp	O	3	608
;	O	1	608
drink	O	5	608
gaviscon	B-	8	608
extra	O	5	608
strength	O	8	608
whenever	O	8	608
I	O	1	608
need	O	4	608
..	O	2	608
Hudson	O	6	609
is	O	2	609
FINALLY	O	7	609
off	O	3	609
his	O	3	609
antibiotics	B-	11	609
&	O	1	609
amp	O	3	609
;	O	1	609
his	O	3	609
IV	O	2	609
drip	O	4	609
👏🏼🙌🏼	O	4	609
one	O	3	609
step	O	4	609
closer	O	6	609
to	O	2	609
coming	O	6	609
home	O	4	609
@	O	1	610
alison_buck239	O	14	610
they	O	4	610
might	O	5	610
give	O	4	610
you	O	3	610
steroids	B-	8	610
to	O	2	610
help	O	4	610
her	O	3	610
lungs	O	5	610
&	O	1	610
amp	O	3	610
;	O	1	610
another	O	7	610
medication	O	10	610
that	O	4	610
will	O	4	610
stop	O	4	610
contractions	O	12	610
,	O	1	610
that	O	4	610
usually	O	7	610
works	O	5	610
!	O	1	610
The	O	3	611
caffeine	B-	8	611
pills	I-	5	611
have	O	4	611
finally	O	7	611
worn	O	4	611
off	O	3	611
,	O	1	611
time	O	4	611
to	O	2	611
get	O	3	611
a	O	1	611
half	O	4	611
hour	O	4	611
nap	O	3	611
before	O	6	611
James	O	5	611
wakes	O	5	611
up	O	2	611
again	O	5	611
Imma	O	4	612
get	O	3	612
Botox	B-	5	612
so	O	2	612
my	O	2	612
brows	O	5	612
can	O	3	612
be	O	2	612
snatched	O	8	612
like	O	4	612
@	O	1	612
Amrezyyy	O	8	612
Staying	O	7	613
in	O	2	613
the	O	3	613
hospital	O	8	613
tonight.Diagnosed	O	17	613
with	O	4	613
preeclampsia.Was	O	16	613
